Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,CPUStartTime,FrameTime,CPUBusy,CPUWait,GPULatency,GPUTime,GPUBusy,GPUWait,DisplayLatency,DisplayedTime,AnimationError,AnimationTime,MsFlipDelay,AllInputToPhotonLatency,ClickToPhotonLatency
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,11735.8292,12.8788,12.7936,0.0852,13.4754,13.0793,13.0666,0.0127,26.5547,12.9861,-0.3704,11735.8292,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,11748.7080,13.0470,12.9612,0.0858,13.6759,12.9861,12.9712,0.0149,26.6620,12.9988,-0.1073,11748.7080,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,11761.7550,13.2886,13.2026,0.0860,13.6150,12.9988,12.9844,0.0144,26.6138,12.9556,0.0482,11761.7550,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,11775.0436,13.0300,12.9448,0.0852,13.3252,12.9556,12.9400,0.0156,26.2808,13.1085,0.3330,11775.0436,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,11788.0736,13.4233,13.2861,0.1372,13.2508,13.1085,13.0919,0.0166,26.3593,13.1285,-0.0785,11788.0736,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,11801.4969,12.8024,12.7181,0.0843,12.9360,13.1285,13.1146,0.0139,26.0645,12.9834,0.2948,11801.4969,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,11814.2993,12.8901,12.8039,0.0862,13.2621,12.9834,12.9686,0.0148,26.2455,13.0465,-0.1810,11814.2993,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,11827.1894,12.9311,12.8458,0.0853,13.3554,13.0465,13.0325,0.0140,26.4019,13.1324,-0.1564,11827.1894,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,11840.1205,13.6610,13.5714,0.0896,13.4708,13.1324,13.1180,0.0144,26.6032,13.1667,-0.2013,11840.1205,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,11853.7815,13.3289,13.2424,0.0865,12.9422,13.1667,13.1527,0.0140,26.1089,12.8861,0.4943,11853.7815,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,11867.1104,13.4013,13.3152,0.0861,12.7800,12.8861,12.8726,0.0135,25.6661,13.1428,0.4428,11867.1104,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,11880.5117,12.4993,12.4111,0.0882,12.2648,13.1428,13.1267,0.0161,25.4076,12.9172,0.2585,11880.5117,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,11893.0110,14.0508,13.9547,0.0961,12.9083,12.9172,12.9041,0.0131,25.8255,12.9800,-0.4179,11893.0110,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,11907.0618,11.6415,11.5064,0.1351,11.7747,12.9800,12.9656,0.0144,24.7547,12.8976,1.0708,11907.0618,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,11918.7033,12.6334,12.5245,0.1089,13.1132,12.8976,12.8839,0.0137,26.0108,13.2478,-1.2561,11918.7033,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,11931.3367,13.0252,12.9386,0.0866,13.3774,13.2478,13.2342,0.0136,26.6252,12.9059,-0.6144,11931.3367,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,11944.3619,13.1492,13.0630,0.0862,13.6000,12.9059,12.8922,0.0137,26.5059,13.0005,0.1193,11944.3619,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,11957.5111,12.5903,12.5041,0.0862,13.3567,13.0005,12.9828,0.0177,26.3572,12.9900,0.1487,11957.5111,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,11970.1014,13.1774,13.0879,0.0895,13.7669,12.9900,12.9760,0.0140,26.7569,12.9816,-0.3997,11970.1014,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,11983.2788,13.1460,13.0601,0.0859,13.5795,12.9816,12.9682,0.0134,26.5611,13.0890,0.1958,11983.2788,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,11996.4248,13.3013,13.2122,0.0891,13.4151,13.0890,13.0734,0.0156,26.5041,13.0150,0.0570,11996.4248,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12009.7261,13.4207,13.3335,0.0872,13.2028,13.0150,12.9963,0.0187,26.2178,13.0422,0.2863,12009.7261,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12023.1468,13.7210,13.6284,0.0926,12.7971,13.0422,13.0257,0.0165,25.8393,13.1925,0.3785,12023.1468,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12036.8678,12.6298,12.5337,0.0961,12.1183,13.1925,13.1766,0.0159,25.3108,13.0410,0.5285,12036.8678,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12049.4976,12.2226,12.1360,0.0866,12.6810,13.0410,13.0110,0.0300,25.7220,13.0163,-0.4112,12049.4976,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12061.7202,12.9883,12.9017,0.0866,13.4994,13.0163,13.0018,0.0145,26.5157,13.0191,-0.7937,12061.7202,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12074.7085,12.8599,12.7681,0.0918,13.5274,13.0191,13.0049,0.0142,26.5465,13.0256,-0.0308,12074.7085,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12087.5684,13.1252,13.0398,0.0854,13.6866,13.0256,13.0118,0.0138,26.7122,12.8290,-0.1657,12087.5684,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12100.6936,13.1636,13.0783,0.0853,13.5870,12.8290,12.8150,0.0140,26.4160,13.2396,0.2962,12100.6936,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12113.8572,13.3955,13.1366,0.2589,13.2524,13.2396,13.2243,0.0153,26.4920,12.9006,-0.0760,12113.8572,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12127.2527,13.2543,13.1651,0.0892,13.0965,12.9006,12.8830,0.0176,25.9971,13.0753,0.4949,12127.2527,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12140.5070,12.5998,12.5014,0.0984,12.7428,13.0753,13.0591,0.0162,25.8181,13.0413,0.1790,12140.5070,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12153.1068,13.4532,13.3559,0.0973,13.2183,13.0413,13.0260,0.0153,26.2596,13.1628,-0.4415,12153.1068,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12166.5600,12.9792,12.8920,0.0872,12.8064,13.1628,13.1492,0.0136,25.9692,13.0435,0.2904,12166.5600,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12179.5392,13.1931,13.1022,0.0909,12.9900,13.0435,13.0282,0.0153,26.0335,13.1219,-0.0643,12179.5392,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12192.7323,13.2538,13.0818,0.1720,12.8404,13.1219,13.1068,0.0151,25.9623,13.0416,0.0712,12192.7323,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12205.9861,12.5026,12.4136,0.0890,12.7085,13.0416,13.0244,0.0172,25.7501,13.1390,0.2122,12205.9861,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12218.4887,12.9666,12.8777,0.0889,13.2475,13.1390,13.1238,0.0152,26.3865,12.9851,-0.6364,12218.4887,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12231.4553,13.1391,13.0501,0.0890,13.4199,12.9851,12.9716,0.0135,26.4050,13.0227,-0.0185,12231.4553,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12244.5944,12.8700,12.7825,0.0875,13.2659,13.0227,13.0080,0.0147,26.2886,13.0555,0.1164,12244.5944,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12257.4644,13.1301,13.0444,0.0857,13.4186,13.0555,13.0224,0.0331,26.4741,13.0514,-0.1855,12257.4644,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12270.5945,13.4843,13.1988,0.2855,13.3440,13.0514,13.0393,0.0121,26.3954,12.9649,0.0787,12270.5945,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12284.0788,13.0300,12.7454,0.2846,12.9111,12.9649,12.9479,0.0170,25.8760,13.0927,0.5194,12284.0788,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12297.1088,13.0554,12.9663,0.0891,12.8460,13.0927,13.0781,0.0146,25.9387,12.9452,-0.0627,12297.1088,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12310.1642,13.0752,12.9823,0.0929,12.8833,12.9452,12.9274,0.0178,25.8285,12.9962,0.1102,12310.1642,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12323.2394,13.4906,13.4031,0.0875,12.7533,12.9962,12.9818,0.0144,25.7495,13.0122,0.0790,12323.2394,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12336.7300,12.6535,12.5230,0.1305,12.2589,13.0122,12.9969,0.0153,25.2711,13.0809,0.4784,12336.7300,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12349.3835,13.2058,13.1125,0.0933,12.6176,13.0809,13.0655,0.0154,25.6985,13.0559,-0.4274,12349.3835,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12362.5893,12.6967,12.3625,0.3342,12.4927,13.0559,13.0394,0.0165,25.5486,12.9839,0.1499,12362.5893,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12375.2860,12.6320,12.5354,0.0966,12.8519,12.9839,12.9688,0.0151,25.8358,12.9887,-0.2872,12375.2860,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12387.9180,12.9075,12.8219,0.0856,13.2038,12.9887,12.9745,0.0142,26.1925,13.0816,-0.3567,12387.9180,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12400.8255,13.5012,13.4149,0.0863,13.2850,13.0816,13.0674,0.0142,26.3666,12.9916,-0.1741,12400.8255,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12414.3267,12.4357,12.3499,0.0858,12.8654,12.9916,12.9778,0.0138,25.8570,13.0317,0.5096,12414.3267,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12426.7624,12.9474,12.8370,0.1104,13.4213,13.0317,13.0163,0.0154,26.4530,12.9437,-0.5960,12426.7624,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12439.7098,13.1887,13.1030,0.0857,13.5056,12.9437,12.9296,0.0141,26.4493,13.0698,0.0037,12439.7098,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12452.8985,12.8529,12.7685,0.0844,13.2606,13.0698,13.0556,0.0142,26.3304,12.8841,0.1189,12452.8985,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12465.7514,13.1071,13.0221,0.0850,13.4775,12.8841,12.8714,0.0127,26.3616,13.2261,-0.0312,12465.7514,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12478.8585,13.4840,13.3953,0.0887,13.2545,13.2261,13.1949,0.0312,26.4806,13.0572,-0.1190,12478.8585,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12492.3425,13.6285,13.5399,0.0886,12.9966,13.0572,13.0436,0.0136,26.0538,12.9536,0.4268,12492.3425,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12505.9710,11.8058,11.7200,0.0858,12.4253,12.9536,12.9377,0.0159,25.3789,13.0723,0.6749,12505.9710,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12517.7768,14.1506,14.0639,0.0867,13.5731,13.0723,13.0540,0.0183,26.6454,13.1579,-1.2665,12517.7768,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12531.9274,12.7017,12.6153,0.0864,12.4948,13.1579,13.1428,0.0151,25.6527,13.1553,0.9927,12531.9274,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12544.6291,13.5434,13.4550,0.0884,12.9510,13.1553,13.1405,0.0148,26.1063,12.9939,-0.4536,12544.6291,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12558.1725,12.0829,11.9987,0.0842,12.5629,12.9939,12.9787,0.0152,25.5568,12.7612,0.5495,12558.1725,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12570.2554,13.3359,13.2358,0.1001,13.4739,12.7612,12.7472,0.0140,26.2351,13.0257,-0.6783,12570.2554,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12583.5913,12.6199,12.5341,0.0858,12.8992,13.0257,13.0109,0.0148,25.9249,13.1530,0.3102,12583.5913,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12596.2112,13.5596,13.4525,0.1071,13.3050,13.1530,13.1406,0.0124,26.4580,12.9563,-0.5331,12596.2112,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12609.7708,13.0048,12.7190,0.2858,12.8984,12.9563,12.9420,0.0143,25.8547,12.9777,0.6033,12609.7708,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12622.7756,13.3878,13.2844,0.1034,12.8499,12.9777,12.9627,0.0150,25.8276,13.1178,0.0271,12622.7756,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12636.1634,13.1173,13.0302,0.0871,12.4398,13.1178,13.1045,0.0133,25.5576,13.2313,0.2700,12636.1634,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12649.2807,12.8145,12.7105,0.1040,12.4403,13.2313,13.2141,0.0172,25.6716,12.9662,-0.1140,12649.2807,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12662.0952,12.2976,12.0163,0.2813,12.8571,12.9662,12.9523,0.0139,25.8233,12.9557,-0.1517,12662.0952,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12674.3928,12.8914,12.8061,0.0853,13.5257,12.9557,12.9369,0.0188,26.4814,12.9766,-0.6581,12674.3928,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12687.2842,13.1570,13.0681,0.0889,13.5900,12.9766,12.9609,0.0157,26.5666,13.2218,-0.0852,12687.2842,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12700.4412,13.9542,13.8463,0.1079,13.4096,13.2218,13.2068,0.0150,26.6314,13.1176,-0.0648,12700.4412,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12714.3954,12.4369,12.3497,0.0872,12.6772,13.1176,13.1023,0.0153,25.7948,12.9843,0.8366,12714.3954,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12726.8323,13.5552,13.2137,0.3415,13.3579,12.9843,12.9641,0.0202,26.3422,13.1185,-0.5474,12726.8323,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12740.3875,13.0884,12.9991,0.0893,12.7870,13.1185,13.1036,0.0149,25.9055,13.0631,0.4367,12740.3875,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12753.4759,12.2103,12.1229,0.0874,12.8171,13.0631,13.0450,0.0181,25.8802,13.0504,0.0253,12753.4759,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12765.6862,13.0403,12.9493,0.0910,13.6699,13.0504,13.0354,0.0150,26.7203,12.8764,-0.8401,12765.6862,NA,NA,NA
benchmark.exe,4242,0x0000000000004242,DXGI,0,512,1,Hardware: Independent Flip,12778.7265,13.0776,12.9906,0.0870,13.6800,12.8764,12.8629,0.0135,26.5564,12.9898,0.1639,12778.7265,NA,NA,NA
